Row Id,Issue Date,Year,Month,Dev. Type,File Num,Status,Case Type,Work Type,Chap. 245,Watershed,Existing Land Use,Proposed Land Use,Land Use Trans.,Limits of Construction (sqft),Site Area (sqft),Native Inches Surveyed,Native Inches Removed,Non-Native Inches Removed,Inches Replanted,Total Removed,Preserved,Net Difference,Preservation Percentile,Removal Percentile,Location,Council District,See Details,Property Id
11563192,05/04/2017,2017,5,Site Plan,SP-2016-0326C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Commercial,Vacant to Commercial,65340,250034.4,112,0,0,0,0,112,0,0.56,0.18,"(-97.70515472, 30.21270063)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11563192,685383
11164882,09/09/2014,2014,9,Site Plan,SP-2014-0234C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Commercial,Commercial,Commercial to Commercial,47916,47916,170,73,0,26.5,73,97,46.5,0.54,0.56,"(-97.69439483, 30.25883938)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11164882,403851
11255942,06/10/2015,2015,6,Site Plan,SP-2014-0478D,Approved and Released,Site Plan Administrative,Withdraw and Resubmit,No,Williamson Creek,"Roadway, vacant","Roadway improvement, pond, re-irrigation","Roadway, vacant to Roadway improvement, pond, re-irrigation",45868.68,45868.68,438.5,220.5,10,0,230.5,218,230.5,0.66,0.74,"(-97.89156736, 30.22971762)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11255942,5082127
11480896,03/01/2017,2017,3,Site Plan,SP-2016-0054C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Commercial,Commercial Multi Family,Commercial to Commercial Multi Family,70131.6,70131.6,0,0,0,0,0,0,0,0.18,0.18,"(-97.75984641, 30.27179917)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11480896,389192
11541612,10/11/2016,2016,10,Site Plan,SP-2016-0258D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,South Brushy Creek,Commercial,Commercial,Commercial to Commercial,17322,108464.4,63,19,0,0,19,44,19,0.44,0.40,"(-97.78146476, 30.47954429)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11541612,134601
11672902,08/18/2017,2017,8,Site Plan,SP-2017-0052CX,Approved and Released,Site Plan Administrative,Consolidated School Project,No,Lake Creek,Public School,Public School,Public School to Public School,22215.6,2179306.8,252,31,0,16,31,221,15,0.66,0.45,"(-97.77272773, 30.4528775)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11672902,545566
11067476,06/12/2014,2014,6,Site Plan,SPC-2013-0495C,Approved and Released,Site Plan Administrative,Consolidated,No,Barton Creek,Single Family,Swim Center,Single Family  to Swim Center,135036,217669.32,2651,987,0,180,987,1664,807,0.92,0.91,"(-97.84368397, 30.24334821)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11067476,917846
11502174,04/20/2017,2017,4,Site Plan,SP-2016-0142D,Approved and Released,Site Plan Administrative,Retaining Wall,No,Slaughter Creek,Vacant,Commercial/RETAINING WALL,Vacant to Commercial/RETAINING WALL,37461.6,37461.6,0,0,0,0,0,0,0,0.18,0.18,"(-97.82202831, 30.17593384)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11502174,5205744
11761461,01/22/2018,2018,1,Site Plan,SP-2017-0276D,Approved and Released,Site Plan Administrative,Utility Line,No,Waller Creek,Commercial,Commercial,Commercial to Commercial,150891.84,,0,0,0,0,0,0,0,0.18,0.18,"(-97.73812773, 30.31762191)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11761461,797780
11482042,07/06/2016,2016,7,Site Plan,SP-2016-0061C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Vacant,Nursing Home,Vacant to Nursing Home,0,,266.5,222.5,64,225,286.5,44,61.5,0.44,0.77,"(-97.7104894, 30.27951052)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11482042,5075560
10719914,03/22/2013,2013,3,Site Plan,SP-2012-0058C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Office,Retail,Office to Retail,37505.16,37505.16,0,0,0,0,0,0,0,0.18,0.18,"(-97.75298271, 30.27292385)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10719914,389096
11224845,04/15/2015,2015,4,Site Plan,SP-2014-0388C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Wells Branch,Vacant,Commercial,Vacant to Commercial,0,129895.92,26,26,0,26,26,0,0,0.18,0.43,"(-97.67162938, 30.42946588)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11224845,5111070
11191475,10/21/2015,2015,10,Site Plan,SP-2014-0297C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Single Family,Condominium,Single Family  to Condominium,0,16683.48,236,43,29.5,15,72.5,193,57.5,0.64,0.56,"(-97.76167346, 30.28415732)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11191475,245033
11820423,10/11/2018,2018,10,Site Plan,SP-2017-0448C,Approved and Released,Site Plan Administrative,Consolidated,No,Tannehill Branch,Vacant,Commercial,Vacant to Commercial,224769.6,,419,271,9,153,280,148,127,0.60,0.77,"(-97.7098555, 30.32522487)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11820423,5464855
11522423,06/30/2017,2017,6,Site Plan,SPC-2016-0201DT,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Waller Creek,Vacant,Commercial,Vacant to Commercial,53491.68,44300.52,251,72,0,46.5,72,179,25.5,0.62,0.55,"(-97.73893423, 30.31921135)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11522423,5119163
11763674,04/17/2018,2018,4,Site Plan,SP-2017-0281C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial,Vacant to Commercial,198633.6,,129,0,0,0,0,129,0,0.58,0.18,"(-97.71828133, 30.40492216)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11763674,3334455
11269118,02/19/2016,2016,2,Site Plan,SP-2014-0525CT,Approved and Released,Site Plan Administrative,Consolidated,No,Buttermilk Branch,Vacant,Commercial,Vacant to Commercial,154028.16,154028.16,83,10,0,31,10,73,-21,0.50,0.37,"(-97.69392643, 30.33791212)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11269118,5118603
11172982,05/06/2015,2015,5,Site Plan,SP-2014-0250C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Vacant,warehouse,Vacant to warehouse,0,36590.4,154,36,0,18,36,118,18,0.57,0.46,"(-97.73214186, 30.38097801)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11172982,5099859
11478475,04/11/2017,2017,4,Site Plan,SP-2016-0046C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial,Vacant to Commercial,53578.8,53578.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.69868485, 30.43352705)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11478475,341840
10781965,01/28/2013,2013,1,Site Plan,SPC-2012-0207C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Bull Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,731503.08,731503.08,0,0,0,0,0,0,0,0.18,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10781965,13350
11785274,08/06/2018,2018,8,Site Plan,SP-2017-0337DS,Approved and Released,Site Plan Administrative Small Project,Utility Line,No,Buttermilk Branch,Commercial,Drainage and Channel Improvements,Commercial to Drainage and Channel Improvements,191228,,96,0,0,0,0,96,0,0.53,0.18,"(-97.69345587, 30.33677927)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11785274,148092
11013861,10/08/2014,2014,10,Site Plan,SP-2013-0335DS,Approved and Released,Site Plan Administrative Small Project,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,West Bull Creek,Vacant,Sidewalk,Vacant to Sidewalk,,,0,0,0,0,0,0,0,0.18,0.18,"(-97.7991903, 30.37388015)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11013861,5077398
10658731,05/14/2012,2012,5,Subdivision,C8-2011-0134.1B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,Yes,Slaughter Creek,Vacant,"SF, ROW, Access/ Landscape/DE/WQ, Open Space","Vacant to SF, ROW, Access/ Landscape/DE/WQ, Open Space",1356894,2003760,0,0,0,0,0,0,0,0.18,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10658731,13798
10730698,09/13/2012,2012,9,Site Plan,SPC-2012-0099CS,Approved and Released,Site Plan Administrative Small Project,Telecommunications Tower,No,Williamson Creek,Cell Tower,Extension of Existing Tower,Cell Tower to Extension of Existing Tower,326264.4,1437.48,0,0,0,0,0,0,0,0.18,0.18,"(-97.84063265, 30.22398057)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10730698,1164377
11512494,03/02/2017,2017,3,Site Plan,SP-2016-0174C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Vacant,Public,Vacant to Public,148104,3.4,0,0,0,0,0,0,0,0.18,0.18,"(-97.7028186, 30.30067355)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11512494,5330242
11493908,02/02/2017,2017,2,Site Plan,SP-2016-0112C,Approved and Released,Site Plan Administrative,Consolidated,No,Colorado River,Commercial,Commercial,Commercial to Commercial,25134.12,25150.89,78,78,0,6,78,0,72,0.18,0.56,"(-97.64196712, 30.2051916)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11493908,702326
11184777,10/13/2015,2015,10,Site Plan,SP-2014-0280C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Commercial,Vacant to Commercial,34499,34499.52,314,72,31,24,103,242,79,0.67,0.61,"(-97.71203314, 30.2133782)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11184777,706628
11461522,05/22/2017,2017,5,Site Plan,SP-2015-0578C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Commercial,Vacant to Commercial,83156.04,78843.6,57,57,0,58.5,57,0,-1.5,0.18,0.52,"(-97.69221456, 30.21983156)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11461522,1123747
11131087,01/20/2015,2015,1,Site Plan,SP-2014-0159CS,Approved and Released,Site Plan Administrative Small Project,Telecommunications Tower,No,Williamson Creek,Commercial,Commercial,Commercial to Commercial,2613.6,2613.6,26,26,0,13,26,0,13,0.18,0.43,"(-97.84414336, 30.21825671)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11131087,5091476
11462686,02/23/2017,2017,2,Site Plan,SP-2015-0586C.F1,Approved and Released,Site Plan Administrative,Consolidated,Yes,Williamson Creek,Single Family,Commercial,Single Family  to Commercial,557568,1409166,2504,1598,0,964,1598,906,634,0.86,0.95,"(-97.83194476, 30.22207838)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11462686,5310062
11676067,01/30/2018,2018,1,Site Plan,SP-2017-0057D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,1742.4,218235.6,378,31,0,40,31,347,-9,0.73,0.45,"(-97.73096578, 30.35998895)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11676067,271976
10934299,12/13/2013,2013,12,Site Plan,SP-2013-0143C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Vacant,Commercial,Vacant to Commercial,0,649915.2,411,231,34,115.5,265,180,149.5,0.62,0.76,"(-97.7216122, 30.20611403)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10934299,5062452
11619300,08/17/2018,2018,8,Site Plan,SP-2016-0491DS,Approved and Released,Site Plan Administrative Small Project,Building/Parking,No,Buttercup Creek,Vacant,Public,Vacant to Public,3920.4,3920.4,0,0,0,0,0,0,0,0.18,0.18,"(-97.80730038, 30.47649318)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11619300,5369172
11315464,10/04/2016,2016,10,Subdivision,C8-2015-0053.0B,Approved and Released,Subdivision Construction Plan,Concurrent,No,Country Club West,Single Family,Single Family,Single Family  to Single Family,143312.4,130680,335,84,0,87,84,251,-3,0.68,0.58,"(-97.72690969, 30.2181174)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11315464,5367291
11756870,11/02/2018,2018,11,Site Plan,SP-2017-0261C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,"Commercial, Single Family",Commercial Multi Family,"Commercial, Single Family to Commercial Multi Family",127630.8,,201,125,260.8,165,385.8,76,220.8,0.50,0.81,"(-97.76746628, 30.21655922)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11756870,750134
11373763,03/21/2016,2016,3,Site Plan,SP-2015-0277DS,Approved and Released,Site Plan Administrative Small Project,Utility Line,No,Onion Creek,Utility Line,Utility Line,Utility Line to Utility Line,,,0,0,0,0,0,0,0,0.18,0.18,"(-97.74340493, 30.1715965)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11373763,5216422
11615044,02/22/2018,2018,2,Site Plan,SP-2016-0475C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Onion Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,700880.4,700880.4,6137,2629,0,754,2629,3508,1875,0.96,0.97,"(-97.80470214, 30.12426746)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11615044,5407568
11319288,06/08/2015,2015,6,Site Plan,SP-2015-0150DS,Approved and Released,Site Plan Administrative Small Project,Retaining Wall,No,Lake Austin,Single Family,Single Family,Single Family  to Single Family,1000,21545,0,0,0,0,0,0,0,0.18,0.18,"(-97.92698653, 30.33902209)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11319288,3089344
11345318,05/12/2016,2016,5,Site Plan,SP-2015-0207C,Approved and Released,Site Plan Administrative,Withdraw and Resubmit,No,Buttermilk Branch,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,,,326,53,0,57,53,273,-4,0.69,0.51,"(-97.6924661, 30.33070034)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11345318,3554699
11675017,08/03/2018,2018,8,Site Plan,SP-2017-0055C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Church,Mixed Use,Church to Mixed Use,41817.6,41817.6,119,82,115,49,197,37,148,0.42,0.72,"(-97.70561876, 30.27055282)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11675017,860246
11826971,10/04/2018,2018,10,Site Plan,SP-2017-0470C,Approved and Released,Site Plan Administrative,Consolidated,No,Lake Creek,school,school,school to school,277477.2,2698106.4,1044,217,0,135,217,827,82,0.85,0.73,"(-97.76122511, 30.48897447)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11826971,229377
11046335,05/20/2014,2014,5,Site Plan,SP-2013-0426C,Approved and Released,Site Plan Administrative,Withdraw and Resubmit,No,Town Lake,Parking,Office,Parking to Office,21780,21867.12,181,85,0,61,85,96,24,0.53,0.58,"(-97.75089645, 30.27059048)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11046335,128888
11079364,06/17/2015,2015,6,Site Plan,SP-2014-0020C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Mixed Use,Vacant to Mixed Use,,,138,0,0,0,0,138,0,0.59,0.18,"(-97.71491479, 30.2119627)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11079364,89599
11240278,11/18/2015,2015,11,Site Plan,SP-2014-0431C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,20804.256,20804.256,108,108,96,59.5,204,0,144.5,0.18,0.72,"(-97.74955825, 30.32760551)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11240278,798692
10943632,01/21/2014,2014,1,Site Plan,SP-2013-0158C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Single Family (115 detached units 10 attached),Vacant to Single Family (115 detached units 10 attached),843757.2,843757.2,2880,2142,197,897,2339,738,1442,0.84,0.97,"(-97.69673232, 30.22163239)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10943632,662684
10901958,04/08/2013,2013,4,Site Plan,SP-2013-0031CF.1,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Rest,Apartments,Rest to Apartments,17903.16,17903.16,32,32,0,0,32,0,32,0.18,0.45,"(-97.7417464, 30.28029596)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10901958,474716
11550422,09/21/2017,2017,9,Site Plan,SP-2016-0280C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Commercial,Commercial,Commercial to Commercial,133293.6,133293.6,163,13,14,8,27,150,19,0.60,0.44,"(-97.75911363, 30.20614472)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11550422,168695
11030887,04/21/2014,2014,4,Site Plan,SP-2013-0383C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Vacant,Commercial,Vacant to Commercial,86684.4,86684.4,0,0,0,0,0,0,0,0.18,0.18,"(-97.76915462, 30.19818527)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11030887,5076109
10693717,10/25/2012,2012,10,Site Plan,SP-2011-0342C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,81631.44,81631.44,342,286,112,48,398,56,350,0.47,0.81,"(-97.76403079, 30.26438025)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10693717,3302003
11385086,11/09/2016,2016,11,Site Plan,SPC-2015-0317C,Approved and Released,Site Plan Administrative,Consolidated,No,Bull Creek,Vacant,Commercial,Vacant to Commercial,50094,1062428.4,898,379,0,136,379,519,243,0.79,0.81,"(-97.76480229, 30.37924244)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11385086,507944
11086823,10/09/2014,2014,10,Site Plan,SP-2014-0046C,Approved and Released,Site Plan Administrative,Consolidated,No,Dry Creek North,Commercial,Commercial,Commercial to Commercial,30492,30622.68,9,0,0,12,0,9,-12,0.36,0.18,"(-97.75778852, 30.35255716)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11086823,192812
